"In respect of  MAKOKOBA Constituency,the results are as follows:",Sibanda Thembelihle,F,ZDU,160
"In respect of  MAKOKOBA Constituency,the results are as follows:",Sithole James,M,MDC-ALLIANCE,7365
"In respect of  MAKOKOBA Constituency,the results are as follows:",Sithole Thecla,F,UCA,15
,RESULTS OF POLL,,,
,"In respect of  NKETA Constituency, the results are as follows:",,,
,,,,Votes
Constituency,Name of Candidate,Sex,Party,Received
"In respect of  NKETA Constituency, the results are as follows:",Bulayani Esnat,F,PRC,661
"In respect of  NKETA Constituency, the results are as follows:",Jele Bekithemba,M,APA,333
"In respect of  NKETA Constituency, the results are as follows:",Mapfumo Hilary,M,FREE ZIM CONGRESS,89
"In respect of  NKETA Constituency, the results are as follows:",Mashaba Elifasi,M,ZANU-PF,7053
"In respect of  NKETA Constituency, the results are as follows:",Masuku Phelela,M,MDC-ALLIANCE,12799
"In respect of  NKETA Constituency, the results are as follows:",Mharapara  Cecilia,F,UDA,84
"In respect of  NKETA Constituency, the results are as follows:",Moyo David  Junior Isheanesu,M,ZIPP,192
"In respect of  NKETA Constituency, the results are as follows:",Mpinga Brian,M,ERA,133
"In respect of  NKETA Constituency, the results are as follows:",Ndlovu Crispen Ju,M,MDC-T,1045
"In respect of  NKETA Constituency, the results are as follows:",Nhliziyo Victor,M,ZAPU,495
"In respect of  NKETA Constituency, the results are as follows:",Nkomo Sakhile Alice,F,MRP,387
"In respect of  NKETA Constituency, the results are as follows:",Sibanda Njabulo Fortune,M,FJCZ,149
"In respect of  NKETA Constituency, the results are as follows:",Yakobe Lazarus,M,RPZ,82
"In respect of  NKETA Constituency, the results are as follows:",Zikhali Nokulunga,F,ZDU,104
,RESULTS OF POLL,,,
,"In respect of  NKULUMANE Constituency, the results are as follows:",,,
,,,,Votes
Constituency,Name of Candidate,Sex,Party,Received
"In respect of  NKULUMANE Constituency, the results are as follows:",Makubalo Senzeni,F,ZIPP,117
"In respect of  NKULUMANE Constituency, the results are as follows:",Moyo David,M,PRC,1295
"In respect of  NKULUMANE Constituency, the results are as follows:",Moyo Qinisani,M,INDEPENDENT,1701
"In respect of  NKULUMANE Constituency, the results are as follows:",Ndlovu Colson,M,ZAPU,455
"In respect of  NKULUMANE Constituency, the results are as follows:",Ndlovu David,M,ZANU-PF,4261
"In respect of  NKULUMANE Constituency, the results are as follows:",Ndlovu Dorothy Molly,F,MDC-T,1295
"In respect of  NKULUMANE Constituency, the results are as follows:",Ndlovu Mbonisi,M,PPPZ,160
"In respect of  NKULUMANE Constituency, the results are as follows:",Nobela Joe,M,FREE ZIM CONGRESS,198
"In respect of  NKULUMANE Constituency, the results are as follows:",Phulu Kucaca Ivumile,M,MDC-ALLIANCE,7409
"In respect of  NKULUMANE Constituency, the results are as follows:",Sibanda Killian,M,NPF,811
"In respect of  NKULUMANE Constituency, the results are as follows:",Sibanda Miniyothando,M,RPZ,61
"In respect of  NKULUMANE Constituency, the results are as follows:",Sibanda Mkhaliphi Tanaka,M,ERA,44
"In respect of  NKULUMANE Constituency, the results are as follows:",Sibanda Sibhekubuhle,M,NCA,20
"In respect of  NKULUMANE Constituency, the results are as follows:",Whatt Morege,F,ZDU,71
"In respect of  NKULUMANE Constituency, the results are as follows:",Xaba Partone,M,MRP,333
,"In respect of  PELANDABA-MPOPOMA Constituency, the results are",,,
,follows:,,,
Constituency,Name of Candidate,Sex,Party,Received
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Bota Simon,M,ZIPP,127
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Cheteni  Jimius,M,FREE ZIM,178
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",,,CONGRESS,
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Dube Bongani Godfrey,M,ZDU,68
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Dube Giyani,M,UMD,80
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Dube Mbalekelwa Augustine Tanayi,M,INDEPENDENT,55
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Makulumo Cuthbert,M,NPF,88
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Mbewe Kamuzu,M,UDA,33
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Mhlanga Mxolisi,M,MRP,210
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Mkandla Strike,M,ZAPU,410
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Mpofu Elmon,M,INDEPENDENT,62
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Moyo Charles,M,MDC -ALLIANCE,7059
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Moyo Nhlanhla,M,APA,88
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Nyathi Bekithemba,M,PRC,246
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Sibanda  Jellot Benard,M,RPZ,49
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Sibanda Mbuso,M,MDC-T,1465
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Terera David,M,BZA,92
"In respect of  PELANDABA-MPOPOMA Constituency, the results are",Tshuma Joseph,M,ZANU-PF,4079
,,,,
,"In respect of  PUMULA Constituency,the results are as follows:",,,
Constituency,Name of Candidate,Sex,Party,Votes Received
"In respect of  PUMULA Constituency,the results are as follows:",Bhebhe Hosea George,M,ZDU,142
"In respect of  PUMULA Constituency,the results are as follows:",Hlongwane Sifiso George,M,PRC,248
"In respect of  PUMULA Constituency,the results are as follows:",Hove Marano,M,NCA,64
"In respect of  PUMULA Constituency,the results are as follows:",Jaison Esnath,F,FREE ZIM,65
"In respect of  PUMULA Constituency,the results are as follows:",,,CONGRESS,
"In respect of  PUMULA Constituency,the results are as follows:",Mahlangu  Sichelesile,F,MDC-ALLIANCE,9241
"In respect of  PUMULA Constituency,the results are as follows:",Moyo Ndumiso,M,UDA,111
"In respect of  PUMULA Constituency,the results are as follows:",Mphamba  Letlogonolo,M,INDEPENDENT,91
"In respect of  PUMULA Constituency,the results are as follows:",Nhlanhla,,,
"In respect of  PUMULA Constituency,the results are as follows:",Mpofu Kumbulani,M,ZANU-PF,4650
"In respect of  PUMULA Constituency,the results are as follows:",Ncube  Godfrey Malaba,M,NPF,715
"In respect of  PUMULA Constituency,the results are as follows:",Ncube Losiya,F,INDEPENDENT,243
"In respect of  PUMULA Constituency,the results are as follows:",Ncube Peter,M,ZIPP,92
"In respect of  PUMULA Constituency,the results are as follows:",Ncube Richard,M,ZAPU,911
"In respect of  PUMULA Constituency,the results are as follows:",Ncube Xolani,M,MRP,332
"In respect of  PUMULA Constituency,the results are as follows:",Nkala Nkululeko,M,INDEPENDENT,838
"In respect of  PUMULA Constituency,the results are as follows:",Nyathi Paul,M,ZRDP,260
"In respect of  PUMULA Constituency,the results are as follows:",Nyoni Stanford,M,RPZ,122
"In respect of  PUMULA Constituency,the results are as follows:",Peresu Zacheous,M,FJCZ,92
"In respect of  PUMULA Constituency,the results are as follows:",Phugeni  Kalpani,M,MDC-T,1917
"In respect of  PUMULA Constituency,the results are as follows:",Sebata Ulokile,M,MAAT ZP,62
"In respect of  PUMULA Constituency,the results are as follows:",Sibanda Artwell,M,UMD,103
"In respect of  PUMULA Constituency,the results are as follows:",Tagara Godwin,M,INDEPENDENT,89
,,,,
,"Accordingly,MAHLANGU SICHELESILE  of MDC-ALLIANCE has been duly electe",,,
,as Member of the National Assembly for the  PUMULA Constituency.,,,
