"In respect of MBIRE CONSTITUENCY, the results are as follows: ",Karoro Douglas,M,ZANU PF,17071
"In respect of MBIRE CONSTITUENCY, the results are as follows: ",McCormick Allan Ivor,M,MDC ALLIANCE,3 009
"In respect of MBIRE CONSTITUENCY, the results are as follows: ",Corner,,,
"In respect of MBIRE CONSTITUENCY, the results are as follows: ",Sigauke Tonderai,M,PRC,211
"In respect of MBIRE CONSTITUENCY, the results are as follows: ",Pinimhidzai Josphat,,,
"In respect of MBIRE CONSTITUENCY, the results are as follows: ",RESULTS OF POLL,,,
,"In respect of MOUNT DARWIN EAST constituency, the results are as",,,
,follows:,,,
Constituency,Name of Candidate,Sex,,Party
"In respect of MOUNT DARWIN EAST constituency, the results are as",Chaukura Respect,M,MDC - Alliance,2 472
"In respect of MOUNT DARWIN EAST constituency, the results are as",Honzeri Shephard,M,NPF,500
"In respect of MOUNT DARWIN EAST constituency, the results are as",Kadere Greatman,M,INDEPENDENT,603
"In respect of MOUNT DARWIN EAST constituency, the results are as",Kajokoto Cain,M,PRC,934
"In respect of MOUNT DARWIN EAST constituency, the results are as",Marikisi Norman,M,ZANU  PF,20 570
"In respect of MOUNT DARWIN EAST constituency, the results are as",RESULTS OF POLL,,,
"In respect of MOUNT DARWIN EAST constituency, the results are as",,,,
,"In respect of MOUNT DARWIN NORTH Constituency, the results are as",,,
,follows:,,,
Constituency,Name of Candidate,Sex,,Party
"In respect of MOUNT DARWIN NORTH Constituency, the results are as",Maponga Hamunyari,F,NPF,396
"In respect of MOUNT DARWIN NORTH Constituency, the results are as",Moyo Sikhathazile,F,MDC - Alliance,1 062
"In respect of MOUNT DARWIN NORTH Constituency, the results are as",Munemo Labbany,M,PRC,2 230
"In respect of MOUNT DARWIN NORTH Constituency, the results are as",Muponora Noveti,M,ZANU  PF,16 166
"In respect of MOUNT DARWIN NORTH Constituency, the results are as",RESULTS OF POLL,,,
,,,,
,"In respect of MOUNT DARWIN SOUTH constituency, the results are as",,,
,follows:,,,
Constituency,Name of Candidate,SEX,,Party
"In respect of MOUNT DARWIN SOUTH constituency, the results are as",Kabozo Stephen,M,ZANU  PF,21 248
"In respect of MOUNT DARWIN SOUTH constituency, the results are as",Kalonga Tawanda,M,MDC - Alliance,3 148
"In respect of MOUNT DARWIN SOUTH constituency, the results are as",Mugari Letwin,F,PRC,473
"In respect of MOUNT DARWIN SOUTH constituency, the results are as",Nhete Tapfumaneyi,M,NPF,653
,RESULTS OF POLL,,,
,,,,
,"In respect of MOUNT DARWIN WEST Constituency, the results are as",,,
,follows:,,,
Constituency,Name of Candidate,Sex,,Party
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Karima Caleb,M,NPF,888
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Manyika Petiaus,M,INDEPENDENT,704
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Muradzi Cyril,M,MDC - Alliance,1 572
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Musevenzi Julius,M,PRC,1 806
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Musoki Advance,M,INDEPENDENT,139
"In respect of MOUNT DARWIN WEST Constituency, the results are as",Seremwe Bannwell,M,ZANU  PF,19 488
,RESULTS OF POLL,,,
,,,,
,"In respect of MUZARABANI NORTH Constituency, the results are as",,,
,follows:,,,
Constituency,Name of Candidate,SEX,Party  Votes,
"In respect of MUZARABANI NORTH Constituency, the results are as",,,Received,
"In respect of MUZARABANI NORTH Constituency, the results are as",Kagura Agreement,M,MDC - Alliance,1161
"In respect of MUZARABANI NORTH Constituency, the results are as",Takawira,,,
"In respect of MUZARABANI NORTH Constituency, the results are as",Keche Sarudzayi,F,PRC,165
"In respect of MUZARABANI NORTH Constituency, the results are as",Mushori Lawrence,M,MDC - Alliance,142
"In respect of MUZARABANI NORTH Constituency, the results are as",Zhemu Soda,M,ZANU  PF,17098
,RESULTS OF POLL,,,
,,,,
,"In respect of MUZARABANI SOUTH constituency, the results are as follows:",,,
Constituency,Name of Candidate,Party,Votes Received,
"In respect of MUZARABANI SOUTH constituency, the results are as follows:",Choruwa Tapiwa Talent,M,MDC ALLIANCE,1 604
"In respect of MUZARABANI SOUTH constituency, the results are as follows:",Gundasu Mika,M,PRC,416
"In respect of MUZARABANI SOUTH constituency, the results are as follows:",Saizi Tapera,M,ZANU PF,23 466
,RESULTS OF POLL,,,
,,,,
,"In respect of RUSHINGA constituency, the results are as follows:",,,
Constituency,Name of Candidate,SEX,,Party
"In respect of RUSHINGA constituency, the results are as follows: ",Chideya Kudakwashe,M,MDC - Alliance,2306
"In respect of RUSHINGA constituency, the results are as follows: ",Hedegwe Gilson,M,PRC,330
"In respect of RUSHINGA constituency, the results are as follows: ",Mashange Wonder,M,NPF,1201
"In respect of RUSHINGA constituency, the results are as follows: ",Nyabani Tendai,M,ZANU  PF,22752
,,,,
,,,,
,In respect,,of,SHAMVA
,follows:,,,
Constituency,Name of Candidate,Sex,,Party
"SHAMVA NORTH CONSTITUENCY,",Chagwambare Danwell,M,ZIPP,267
"SHAMVA NORTH CONSTITUENCY,",Gorerino Oscar,M,ZANU  PF,20 556
"SHAMVA NORTH CONSTITUENCY,",Humbasha Enock,M,PRC,137
"SHAMVA NORTH CONSTITUENCY,",Mutambara Ester,F,MDC - Alliance,2552
"SHAMVA NORTH CONSTITUENCY,",Nyamangara Presten,M,NPF,23
"SHAMVA NORTH CONSTITUENCY,",Nyamidzi Kenneth,M,INDEPENDENT,213
,,,,
,,,,
,In respect,,of,SHAMVA
,follows:,,,
Constituency,Name of Candidate Sex,,Party,Votes Received
"SHAMVA SOUTH CONSTITUENCY,",Bushu Bramwell,M,ZANU  PF,27 711
"SHAMVA SOUTH CONSTITUENCY,",Chiradza Tawanda,M,NPF,172
"SHAMVA SOUTH CONSTITUENCY,",Choga Stephen,M,PRC,96
"SHAMVA SOUTH CONSTITUENCY,",Daniel Lovemore,M,MDC - Alliance,2 917
"SHAMVA SOUTH CONSTITUENCY,",Gwature Cosmas,M,MDC - T,221
"SHAMVA SOUTH CONSTITUENCY,",Kadzepi Nigel Evidence,M,MAAT ZIMBABWE,83
